date,1. open,2. high,3. low,4. close,5. volume
2019-08-02 09:31:00,205.53,205.59,203.77,205.473,2173235.0
2019-08-02 09:32:00,205.4066,205.54,204.72,205.53,328791.0
2019-08-02 09:33:00,205.49,206.19,205.406,205.94,420756.0
2019-08-02 09:34:00,205.9,205.91,205.01,205.22,261631.0
2019-08-02 09:35:00,205.21,205.67,205.11,205.17,202591.0
2019-08-02 09:36:00,205.14,205.37,204.7683,204.7683,237281.0
2019-08-02 09:37:00,204.73,205.38,204.72,205.327,210897.0
2019-08-02 09:38:00,205.3,205.45,204.96,205.02,176971.0
2019-08-02 09:39:00,205.01,205.49,204.87,205.48,159865.0
2019-08-02 09:40:00,205.48,206.2,205.3909,206.03,233648.0
2019-08-02 09:41:00,206.02,206.0916,205.39,205.49,225143.0
2019-08-02 09:42:00,205.48,206.0,205.39,206.0,201910.0
2019-08-02 09:43:00,205.98,206.03,205.42,205.67,228394.0
2019-08-02 09:44:00,205.62,206.42,205.56,206.4,213686.0
2019-08-02 09:45:00,206.36,206.43,205.92,206.0505,154972.0
2019-08-02 09:46:00,206.045,206.045,205.22,205.34,200613.0
2019-08-02 09:47:00,205.3565,205.8,205.32,205.6,106295.0
2019-08-02 09:48:00,205.6,205.72,204.94,204.97,166260.0
2019-08-02 09:49:00,204.97,205.21,204.93,205.15,121983.0
2019-08-02 09:50:00,205.13,205.21,204.78,204.91,209836.0
2019-08-02 09:51:00,204.9,205.29,204.9,205.05,128118.0
2019-08-02 09:52:00,205.03,205.29,204.92,204.985,123766.0
2019-08-02 09:53:00,204.97,205.48,204.94,205.43,167129.0
2019-08-02 09:54:00,205.425,205.8,205.08,205.17,147454.0
2019-08-02 09:55:00,205.17,205.61,205.15,205.31,124120.0
2019-08-02 09:56:00,205.32,205.41,205.18,205.29,83425.0
2019-08-02 09:57:00,205.27,205.33,205.1,205.1,84552.0
2019-08-02 09:58:00,205.08,205.32,204.88,205.15,188219.0
2019-08-02 09:59:00,205.1799,205.1799,204.54,204.76,168528.0
2019-08-02 10:00:00,204.75,205.11,204.75,204.95,135415.0
2019-08-02 10:01:00,204.915,205.48,204.9,205.33,139756.0
2019-08-02 10:02:00,205.337,205.41,204.86,204.9885,129203.0
2019-08-02 10:03:00,204.98,204.98,204.7,204.87,137618.0
2019-08-02 10:04:00,204.85,205.08,204.7,204.8,108088.0
2019-08-02 10:05:00,204.775,204.95,204.63,204.82,135886.0
2019-08-02 10:06:00,204.8,205.077,204.73,204.86,158377.0
2019-08-02 10:07:00,204.86,205.23,204.69,204.72,129555.0
2019-08-02 10:08:00,204.67,204.73,204.41,204.43,149008.0
2019-08-02 10:09:00,204.425,204.59,204.18,204.205,200142.0
2019-08-02 10:10:00,204.2,204.38,204.1,204.1698,131446.0
