date,1. open,2. high,3. low,4. close,5. volume
2019-08-02 09:31:00,149.6,149.99,149.6,149.94,0.0
2019-08-02 09:32:00,149.92,149.92,149.6,149.8731,5448.0
2019-08-02 09:33:00,149.62,149.9,149.57,149.6,17196.0
2019-08-02 09:34:00,149.6,149.79,149.6,149.71,16037.0
2019-08-02 09:35:00,149.75,149.82,149.6,149.685,7963.0
2019-08-02 09:36:00,149.6,149.76,149.6,149.61,15377.0
2019-08-02 09:37:00,149.6,149.67,148.0373,148.0373,35605.0
2019-08-02 09:38:00,148.12,148.26,147.57,148.26,9448.0
2019-08-02 09:39:00,148.19,148.625,148.19,148.365,5012.0
2019-08-02 09:40:00,148.04,148.095,148.04,148.06,1400.0
2019-08-02 09:41:00,148.07,148.67,147.81,147.91,5121.0
2019-08-02 09:42:00,147.8,148.54,147.48,148.31,11716.0
2019-08-02 09:43:00,148.59,148.675,148.13,148.13,5920.0
2019-08-02 09:44:00,147.865,147.87,147.31,147.31,1574.0
2019-08-02 09:45:00,147.31,147.61,147.08,147.54,8395.0
2019-08-02 09:46:00,147.55,147.56,147.41,147.555,4414.0
2019-08-02 09:47:00,147.525,147.67,147.41,147.55,6963.0
2019-08-02 09:48:00,147.59,147.645,147.28,147.535,5914.0
2019-08-02 09:49:00,147.48,147.975,147.45,147.975,3265.0
2019-08-02 09:50:00,148.106,148.106,147.95,148.03,1583.0
2019-08-02 09:51:00,147.907,148.18,147.907,148.1,2175.0
2019-08-02 09:52:00,148.395,148.55,148.395,148.55,1070.0
2019-08-02 09:53:00,148.75,148.75,148.75,148.75,1045.0
2019-08-02 09:54:00,148.955,148.955,148.955,148.955,155.0
2019-08-02 09:55:00,148.73,148.885,148.175,148.175,3343.0
2019-08-02 09:56:00,148.22,148.22,147.73,147.73,1133.0
2019-08-02 09:57:00,147.71,147.835,147.51,147.725,3205.0
2019-08-02 09:58:00,147.72,148.38,147.72,148.38,3929.0
2019-08-02 09:59:00,148.12,148.12,148.12,148.12,151.0
2019-08-02 10:00:00,148.12,148.12,147.96,147.96,968.0
2019-08-02 10:01:00,147.93,147.98,147.78,147.8,3716.0
2019-08-02 10:02:00,147.75,147.775,147.65,147.735,3708.0
2019-08-02 10:03:00,147.75,147.75,147.32,147.435,3703.0
2019-08-02 10:04:00,147.445,148.0,147.36,147.9,8099.0
2019-08-02 10:05:00,148.0,148.015,147.79,147.79,3828.0
2019-08-02 10:06:00,147.79,147.87,147.77,147.775,4057.0
2019-08-02 10:07:00,147.78,147.85,147.4,147.415,28821.0
2019-08-02 10:08:00,147.415,147.415,147.28,147.28,710.0
2019-08-02 10:09:00,147.1,147.15,146.755,146.755,4355.0
2019-08-02 10:10:00,146.89,147.05,146.76,147.01,3074.0
2019-08-02 10:11:00,146.89,146.89,146.64,146.64,1336.0
2019-08-02 10:12:00,146.63,146.655,146.4,146.4,3719.0
2019-08-02 10:13:00,146.38,146.53,146.26,146.405,4927.0
2019-08-02 10:14:00,146.405,146.53,146.33,146.445,5910.0
2019-08-02 10:15:00,146.57,146.66,146.57,146.66,4379.0
2019-08-02 10:16:00,146.45,146.62,146.39,146.62,3086.0
2019-08-02 10:17:00,146.66,146.92,146.605,146.86,10205.0
2019-08-02 10:18:00,146.875,146.97,146.875,146.97,705.0
2019-08-02 10:19:00,147.0,147.2,147.0,147.085,2918.0
2019-08-02 10:20:00,147.085,147.345,147.08,147.345,3345.0
2019-08-02 10:21:00,147.43,147.5,147.39,147.42,3753.0
2019-08-02 10:22:00,147.42,147.59,147.17,147.59,7485.0
2019-08-02 10:23:00,147.59,147.59,147.47,147.47,1459.0
2019-08-02 10:25:00,147.32,147.45,147.32,147.45,875.0
2019-08-02 10:26:00,147.44,147.485,147.44,147.485,581.0
2019-08-02 10:27:00,147.485,147.56,147.48,147.55,1577.0
2019-08-02 10:28:00,147.55,147.64,147.48,147.62,938.0
2019-08-02 10:29:00,147.615,147.71,147.5,147.62,4982.0
2019-08-02 10:30:00,147.665,147.845,147.58,147.845,3095.0
2019-08-02 10:31:00,147.87,148.02,147.81,148.02,2729.0
2019-08-02 10:32:00,148.13,148.185,148.0,148.065,1605.0
2019-08-02 10:33:00,148.0,148.01,147.92,147.98,3604.0
2019-08-02 10:34:00,147.87,147.945,147.81,147.81,997.0
2019-08-02 10:35:00,147.695,147.975,147.695,147.96,3029.0
2019-08-02 10:36:00,147.97,148.06,147.97,148.02,2516.0
2019-08-02 10:37:00,148.1,148.14,147.705,147.705,1932.0
2019-08-02 10:38:00,147.75,147.8467,147.57,147.785,7106.0
2019-08-02 10:39:00,147.785,147.95,147.74,147.95,2973.0
2019-08-02 10:40:00,148.065,148.065,148.0,148.06,716.0
2019-08-02 10:41:00,148.08,148.08,148.08,148.08,1338.0
2019-08-02 10:42:00,148.14,148.25,148.0,148.07,2078.0
2019-08-02 10:43:00,148.13,148.21,148.13,148.21,1266.0
2019-08-02 10:44:00,148.05,148.05,147.885,147.885,1580.0
